image_idx,class_label,pixelation_level,user_guess,correct,action_taken
334,6,3.5,,,next_level
334,6,3.0,,,next_level
334,6,2.6,,,next_level
334,6,2.2,,,next_level
334,6,2.0,,,next_level
334,6,1.8,6,True,guess
335,4,6.5,,,next_level
335,4,5.0,,,next_level
335,4,4.2,,,next_level
335,4,3.5,,,next_level
335,4,3.0,,,next_level
335,4,2.6,,,next_level
335,4,2.2,4,True,guess
336,5,6.5,,,next_level
336,5,5.0,,,next_level
336,5,4.2,,,next_level
336,5,3.5,5,True,guess
337,9,6.5,,,next_level
337,9,5.0,,,next_level
337,9,4.2,,,next_level
337,9,3.5,,,next_level
337,9,3.0,4,False,guess
338,8,6.5,,,next_level
338,8,5.0,,,next_level
338,8,4.2,,,next_level
338,8,3.5,,,next_level
338,8,3.0,,,next_level
338,8,2.6,,,next_level
338,8,2.2,8,True,guess
339,0,6.5,,,next_level
339,0,5.0,,,next_level
339,0,4.2,,,next_level
339,0,3.5,0,True,guess
340,4,6.5,,,next_level
340,4,5.0,,,next_level
340,4,4.2,,,next_level
340,4,3.5,,,next_level
340,4,3.0,,,next_level
340,4,2.6,4,True,guess
341,1,6.5,,,next_level
341,1,5.0,,,next_level
341,1,4.2,,,next_level
341,1,3.5,,,next_level
341,1,3.0,,,next_level
341,1,2.6,1,True,guess
342,3,6.5,,,next_level
342,3,5.0,,,next_level
342,3,4.2,,,next_level
342,3,3.5,3,True,guess
343,5,6.5,,,next_level
343,5,5.0,,,next_level
343,5,4.2,,,next_level
343,5,3.5,5,True,guess
344,6,6.5,,,next_level
344,6,5.0,,,next_level
344,6,4.2,,,next_level
344,6,3.5,,,next_level
344,6,3.0,,,next_level
344,6,2.6,,,next_level
344,6,2.2,,,next_level
344,6,2.0,,,next_level
344,6,1.8,6,True,guess
345,9,6.5,,,next_level
345,9,5.0,,,next_level
345,9,4.2,,,next_level
345,9,3.5,,,next_level
345,9,3.0,,,next_level
345,9,2.6,,,next_level
345,9,2.2,,,next_level
345,9,2.0,9,True,guess
346,2,6.5,,,next_level
346,2,5.0,,,next_level
346,2,4.2,,,next_level
346,2,3.5,,,next_level
346,2,3.0,,,next_level
346,2,2.6,2,True,guess
347,8,6.5,,,next_level
347,8,5.0,,,next_level
347,8,4.2,,,next_level
347,8,3.5,,,next_level
347,8,3.0,,,next_level
347,8,2.6,,,next_level
347,8,2.2,,,next_level
347,8,2.0,8,True,guess
348,4,6.5,,,next_level
348,4,5.0,,,next_level
348,4,4.2,,,next_level
348,4,3.5,,,next_level
348,4,3.0,4,True,guess
349,5,6.5,,,next_level
349,5,5.0,,,next_level
349,5,4.2,,,next_level
349,5,3.5,,,next_level
349,5,3.0,5,True,guess
350,3,6.5,,,next_level
350,3,5.0,,,next_level
350,3,4.2,,,next_level
350,3,3.5,,,next_level
350,3,3.0,,,next_level
350,3,2.6,3,True,guess
351,5,6.5,,,next_level
351,5,5.0,,,next_level
351,5,4.2,,,next_level
351,5,3.5,,,next_level
351,5,3.0,,,next_level
351,5,2.6,5,True,guess
352,6,6.5,,,next_level
352,6,5.0,,,next_level
352,6,4.2,,,next_level
352,6,3.5,,,next_level
352,6,3.0,,,next_level
352,6,2.6,,,next_level
352,6,2.2,,,next_level
352,6,2.0,4,False,guess
353,9,6.5,,,next_level
353,9,5.0,,,next_level
353,9,4.2,,,next_level
353,9,3.5,,,next_level
353,9,3.0,9,True,guess
354,3,6.5,,,next_level
354,3,5.0,,,next_level
354,3,4.2,,,next_level
354,3,3.5,,,next_level
354,3,3.0,,,next_level
354,3,2.6,3,True,guess
355,8,6.5,,,next_level
355,8,5.0,,,next_level
355,8,4.2,,,next_level
355,8,3.5,,,next_level
355,8,3.0,,,next_level
355,8,2.6,,,next_level
355,8,2.2,8,True,guess
356,1,6.5,,,next_level
356,1,5.0,,,next_level
356,1,4.2,,,next_level
356,1,3.5,,,next_level
356,1,3.0,,,next_level
356,1,2.6,1,True,guess
357,9,6.5,,,next_level
357,9,5.0,,,next_level
357,9,4.2,,,next_level
357,9,3.5,,,next_level
357,9,3.0,9,True,guess
358,1,6.5,,,next_level
358,1,5.0,,,next_level
358,1,4.2,,,next_level
358,1,3.5,,,next_level
358,1,3.0,,,next_level
358,1,2.6,1,True,guess
359,0,6.5,,,next_level
359,0,5.0,,,next_level
359,0,4.2,,,next_level
359,0,3.5,,,next_level
359,0,3.0,,,next_level
359,0,2.6,0,True,guess
360,2,6.5,,,next_level
360,2,5.0,,,next_level
360,2,4.2,,,next_level
360,2,3.5,,,next_level
360,2,3.0,,,next_level
360,2,2.6,2,True,guess
361,1,6.5,,,next_level
361,1,5.0,,,next_level
361,1,4.2,,,next_level
361,1,3.5,1,True,guess
362,1,6.5,,,next_level
362,1,5.0,,,next_level
362,1,4.2,,,next_level
362,1,3.5,,,next_level
362,1,3.0,,,next_level
362,1,2.6,1,True,guess
363,4,6.5,,,next_level
363,4,5.0,,,next_level
363,4,4.2,,,next_level
363,4,3.5,,,next_level
363,4,3.0,4,True,guess
364,2,6.5,,,next_level
364,2,5.0,,,next_level
364,2,4.2,,,next_level
364,2,3.5,,,next_level
364,2,3.0,2,True,guess
365,2,6.5,,,next_level
365,2,5.0,,,next_level
365,2,4.2,,,next_level
365,2,3.5,,,next_level
365,2,3.0,,,next_level
365,2,2.6,,,next_level
365,2,2.2,2,True,guess
366,8,6.5,,,next_level
366,8,5.0,,,next_level
366,8,4.2,,,next_level
366,8,3.5,,,next_level
366,8,3.0,8,True,guess
367,6,6.5,,,next_level
367,6,5.0,,,next_level
367,6,4.2,,,next_level
367,6,3.5,,,next_level
367,6,3.0,,,next_level
367,6,2.6,6,True,guess
368,7,6.5,,,next_level
368,7,5.0,,,next_level
368,7,4.2,,,next_level
368,7,3.5,,,next_level
368,7,3.0,7,True,guess
369,1,6.5,,,next_level
369,1,5.0,,,next_level
369,1,4.2,,,next_level
369,1,3.5,1,True,guess
370,2,6.5,,,next_level
370,2,5.0,,,next_level
370,2,4.2,,,next_level
370,2,3.5,,,next_level
370,2,3.0,2,True,guess
371,2,6.5,,,next_level
371,2,5.0,,,next_level
371,2,4.2,,,next_level
371,2,3.5,,,next_level
371,2,3.0,2,True,guess
372,4,6.5,,,next_level
372,4,5.0,,,next_level
372,4,4.2,,,next_level
372,4,3.5,,,next_level
372,4,3.0,4,True,guess
373,1,6.5,,,next_level
373,1,5.0,,,next_level
373,1,4.2,,,next_level
373,1,3.5,,,next_level
373,1,3.0,1,True,guess
374,1,6.5,,,next_level
374,1,5.0,,,next_level
374,1,4.2,,,next_level
374,1,3.5,1,True,guess
375,9,6.5,,,next_level
375,9,5.0,,,next_level
375,9,4.2,,,next_level
375,9,3.5,1,False,guess
376,1,6.5,,,next_level
376,1,5.0,,,next_level
376,1,4.2,,,next_level
376,1,3.5,,,next_level
376,1,3.0,,,next_level
376,1,2.6,,,next_level
376,1,2.2,1,True,guess
377,2,6.5,,,next_level
377,2,5.0,,,next_level
377,2,4.2,,,next_level
377,2,3.5,,,next_level
377,2,3.0,,,next_level
377,2,2.6,7,False,guess
378,4,6.5,,,next_level
378,4,5.0,,,next_level
378,4,4.2,,,next_level
378,4,3.5,,,next_level
378,4,3.0,,,next_level
378,4,2.6,,,next_level
378,4,2.2,1,False,guess
379,0,6.5,,,next_level
379,0,5.0,,,next_level
379,0,4.2,,,next_level
379,0,3.5,,,next_level
379,0,3.0,,,next_level
379,0,2.6,,,next_level
379,0,2.2,0,True,guess
380,6,6.5,,,next_level
380,6,5.0,,,next_level
380,6,4.2,,,next_level
380,6,3.5,,,next_level
380,6,3.0,,,next_level
380,6,2.6,,,next_level
380,6,2.2,,,next_level
380,6,2.0,6,True,guess
381,5,6.5,,,next_level
381,5,5.0,,,next_level
381,5,4.2,,,next_level
381,5,3.5,,,next_level
381,5,3.0,,,next_level
381,5,2.6,,,next_level
381,5,2.2,5,True,guess
382,3,6.5,,,next_level
382,3,5.0,,,next_level
382,3,4.2,,,next_level
382,3,3.5,,,next_level
382,3,3.0,,,next_level
382,3,2.6,,,next_level
382,3,2.2,,,next_level
382,3,2.0,,,next_level
382,3,1.8,3,True,guess
383,9,6.5,,,next_level
383,9,5.0,,,next_level
383,9,4.2,,,next_level
383,9,3.5,,,next_level
383,9,3.0,,,next_level
383,9,2.6,,,next_level
383,9,2.2,,,next_level
383,9,2.0,9,True,guess
384,6,6.5,,,next_level
384,6,5.0,,,next_level
384,6,4.2,,,next_level
384,6,3.5,,,next_level
384,6,3.0,,,next_level
384,6,2.6,,,next_level
384,6,2.2,,,next_level
384,6,2.0,,,next_level
384,6,1.8,6,True,guess
385,0,6.5,,,next_level
385,0,5.0,,,next_level
385,0,4.2,,,next_level
385,0,3.5,,,next_level
385,0,3.0,,,next_level
385,0,2.6,,,next_level
385,0,2.2,8,False,guess
386,5,6.5,,,next_level
386,5,5.0,,,next_level
386,5,4.2,,,next_level
386,5,3.5,,,next_level
386,5,3.0,,,next_level
386,5,2.6,,,next_level
386,5,2.2,,,next_level
386,5,2.0,5,True,guess
387,7,6.5,,,next_level
387,7,5.0,,,next_level
387,7,4.2,,,next_level
387,7,3.5,,,next_level
387,7,3.0,,,next_level
387,7,2.6,,,next_level
387,7,2.2,7,True,guess
388,6,6.5,,,next_level
388,6,5.0,,,next_level
388,6,4.2,,,next_level
388,6,3.5,,,next_level
388,6,3.0,,,next_level
388,6,2.6,6,True,guess
389,9,6.5,,,next_level
389,9,5.0,,,next_level
389,9,4.2,,,next_level
389,9,3.5,,,next_level
389,9,3.0,,,next_level
389,9,2.6,,,next_level
389,9,2.2,9,True,guess
390,9,6.5,,,next_level
390,9,5.0,,,next_level
390,9,4.2,,,next_level
390,9,3.5,,,next_level
390,9,3.0,,,next_level
390,9,2.6,,,next_level
390,9,2.2,,,next_level
390,9,2.0,,,next_level
390,9,1.8,,,next_level
390,9,1.6,,,next_level
390,9,1.3,,,next_level
390,9,1.1,4,False,guess
391,7,6.5,,,next_level
391,7,5.0,,,next_level
391,7,4.2,,,next_level
391,7,3.5,,,next_level
391,7,3.0,,,next_level
391,7,2.6,,,next_level
391,7,2.2,,,next_level
391,7,2.0,,,next_level
391,7,1.8,7,True,guess
392,9,6.5,,,next_level
392,9,5.0,,,next_level
392,9,4.2,,,next_level
392,9,3.5,,,next_level
392,9,3.0,,,next_level
392,9,2.6,,,next_level
392,9,2.2,,,next_level
392,9,2.0,9,True,guess
393,3,6.5,,,next_level
393,3,5.0,,,next_level
393,3,4.2,,,next_level
393,3,3.5,,,next_level
393,3,3.0,,,next_level
393,3,2.6,3,True,guess
394,1,6.5,,,next_level
394,1,5.0,,,next_level
394,1,4.2,,,next_level
394,1,3.5,,,next_level
394,1,3.0,,,next_level
394,1,2.6,,,next_level
394,1,2.2,1,True,guess
395,1,6.5,,,next_level
395,1,5.0,,,next_level
395,1,4.2,,,next_level
395,1,3.5,,,next_level
395,1,3.0,1,True,guess
396,0,6.5,,,next_level
396,0,5.0,,,next_level
396,0,4.2,,,next_level
396,0,3.5,0,True,guess
397,9,6.5,,,next_level
397,9,5.0,,,next_level
397,9,4.2,,,next_level
397,9,3.5,,,next_level
397,9,3.0,,,next_level
397,9,2.6,,,next_level
397,9,2.2,,,next_level
397,9,2.0,,,next_level
397,9,1.8,9,True,guess
398,4,6.5,,,next_level
398,4,5.0,,,next_level
398,4,4.2,,,next_level
398,4,3.5,,,next_level
398,4,3.0,,,next_level
398,4,2.6,4,True,guess
399,2,6.5,,,next_level
399,2,5.0,,,next_level
399,2,4.2,,,next_level
399,2,3.5,,,next_level
399,2,3.0,,,next_level
399,2,2.6,,,next_level
399,2,2.2,2,True,guess
